date,ls_ret
2009-07-13,-0.001066064427258453
2009-07-14,-0.0005596678223510083
2009-07-15,-0.0003814934641281258
2009-07-16,0.0013840947733253402
2009-07-17,-0.0013144136075188607
2009-07-20,-0.0004370005789061174
2009-07-21,0.0015347888861441759
2009-07-22,0.0009143857123360189
2009-07-23,0.0006792307536594832
2009-07-24,0.0010689641476211386
2009-07-27,0.0005018853033682412
2009-07-28,0.0008199691028247515
2009-07-29,-0.00039575790649132823
2009-07-30,0.00014251174556264358
2009-07-31,0.0016415932643485099
2009-08-03,0.0075947551387346175
2009-08-04,0.001342944387081246
2009-08-05,-0.004416610572828328
2009-08-06,-0.0004131936340225706
2009-08-07,0.0052270571768755665
2009-08-10,0.0018907395148231284
2009-08-11,-0.00115453954310923
2009-08-12,0.001826976307578474
2009-08-13,-0.000771360170188487
2009-08-14,-0.004905785870150697
2009-08-17,-0.0015716395439034085
2009-08-18,0.0009416793691292796
2009-08-19,-0.004584151208728241
2009-08-20,-0.0036162907857210796
2009-08-21,0.0012265543588443127
2009-08-24,-0.0022921948368846328
2009-08-25,0.0019457974371664523
2009-08-26,-0.004481441802461631
2009-08-27,0.003979531457961689
2009-08-28,-0.005484700025350304
2009-08-31,0.0029874211650743037
2009-09-01,-0.0047738719410822025
2009-09-02,-0.0024871393795968064
2009-09-03,-0.0006813315778388214
2009-09-04,0.007165353126802722
2009-09-07,-0.0006242353349309991
2009-09-08,0.0014193733264345736
2009-09-09,0.0034811138642487117
2009-09-10,-0.005220785468416318
2009-09-11,0.0008026417374442617
2009-09-14,-0.008106897770004153
2009-09-15,-0.0075539853354596904
2009-09-16,-0.0012967462951063557
2009-09-17,-0.01341754845778622
2009-09-18,0.00483373001700679
2009-09-21,-0.011253171480708663
2009-09-22,-0.00021912019279375031
2009-09-23,-0.0012102138994929585
2009-09-24,0.0031818291866648318
2009-09-25,0.001104025400099661
2009-09-28,0.0025756016741679388
2009-09-29,-0.0037056419178882766
2009-09-30,-0.000366079996422227
2009-10-01,-0.00010152090482106867
2009-10-02,-0.0004445338533509502
2009-10-05,0.0001777423574866779
2009-10-06,0.0013400699177837311
2009-10-07,-0.003298201982771241
2009-10-08,-0.00315535631946378
2009-10-09,-0.004351858376347103
2009-10-12,-0.002044922720273232
2009-10-13,0.0006580401884541355
2009-10-14,0.002000011425282463
2009-10-15,0.001441770791379103
2009-10-16,-0.004532689808016322
2009-10-19,0.0015061384818456898
2009-10-20,-0.003532642086728186
2009-10-21,-0.0033168479300802896
2009-10-22,-0.0025238888728417504
2009-10-23,0.001852708495247166
2009-10-26,-0.0024335822279653294
2009-10-27,0.0014562194223357357
2009-10-28,-0.003870081074662784
2009-10-29,0.0007235932992337973
2009-10-30,0.0015814081525871966
2009-11-02,0.002634177566480664
2009-11-03,0.003301430212043724
2009-11-04,-0.004482699045056592
2009-11-05,-0.007339229748641155
2009-11-06,0.0012750882257355333
2009-11-09,0.004769659369024184
2009-11-10,0.008259946501148661
2009-11-11,-0.00043390000519508056
2009-11-12,0.003809758598278285
2009-11-13,0.001345790595476183
2009-11-16,-0.0008883576057094281
2009-11-17,-0.004195684897776532
2009-11-18,-0.0018322429568133416
2009-11-19,-0.000489483379816592
2009-11-20,0.006890923121701001
