statistic,point_estimate,sr_regime,sr_uncond,ci_95_lo,ci_95_hi,excludes_zero,interpretation,block_length_mean,n_resamples,seed,return_basis,regime_labels
Sharpe difference (regime minus unconditional),0.2454,0.8374,0.5919,-0.0671,0.5296,False,CI straddles zero — consistent with LW p=0.084 (marginally significant),10,2000,42,excess (net of RF and transaction costs),causal vol-percentile rule (shift-1)
