q,vr,z_stat,pvalue,ci_lower,ci_upper
2,0.9937209461159259,-0.2938002265194156,0.7689105619838017,0.9518321233652327,1.035609768866619
5,0.9485170959636158,-1.1283794738611395,0.2591596926589761,0.8590910701905425,1.037943121736689
10,0.9533356355110955,-0.6877812390487785,0.4915905521744257,0.8203541739569133,1.0863170970652776
20,0.9766446598753304,-0.24363470512996857,0.8075137472486968,0.788754898357436,1.164534421393225
